case	year	chamber	District	prez_party	mid_penalty	Dem	Repub	incumbent
1196	1980	HS	25	1	0	79984	0	1
1197	1996	HS	25	1	0	0	82588	-1
1198	2000	HS	25	1	0	0	91478	0
1199	2012	HS	25	1	0	93487	39159	1
1200	1968	SEN	25	1	0	69498	146368	-1
1201	1980	SEN	25	1	0	0	146675	-1
1202	1996	SEN	25	1	0	118806	26038	1
1203	1980	HS	26	1	0	0	42581	0
1204	1968	HS	27	1	0	87805	0	1
1205	1980	HS	27	1	0	56043	0	1
1206	1996	HS	27	1	0	86099	0	0
1207	2012	HS	27	1	0	91816	26461	1
1208	1980	SEN	27	1	0	38879	0	0
1209	1996	SEN	27	1	0	126582	119641	0
1210	1968	HS	28	1	0	0	42988	-1
1211	1980	HS	28	1	0	67770	48001	0
1212	1996	HS	28	1	0	0	53649	-1
1213	2012	HS	28	1	0	108061	0	1
1214	1968	HS	29	1	0	22312	44934	-1
1215	1996	HS	29	1	0	38103	0	0
1216	2000	HS	29	1	0	38595	0	0
1217	2012	HS	29	1	0	137652	62057	0
1218	1968	SEN	29	1	0	90406	0	1
1219	1980	SEN	29	1	0	0	13015	0
1220	2000	SEN	29	1	0	125975	0	0
1221	2012	SEN	29	1	0	131228	160912	-1
1222	1968	HS	30	1	0	20926	53930	-1
1223	2000	HS	30	1	0	56936	29669	1
1224	2012	HS	30	1	0	79141	41932	1
1225	1968	HS	31	1	0	18970	58133	-1
1226	1980	HS	31	1	0	84427	0	1
1227	1996	HS	31	1	0	43735	22053	1
1228	2000	HS	31	1	0	47202	27529	1
1229	2012	HS	31	1	0	55626	31282	1
1230	1968	SEN	31	1	0	114530	50125	1
1231	1980	SEN	31	1	0	75026	90196	0
1232	2000	SEN	31	1	0	0	153745	-1
1233	1968	HS	32	1	0	54405	0	1
1234	1996	HS	32	1	0	0	86790	0
1235	2000	HS	32	1	0	0	96178	-1
1236	2012	HS	32	1	0	38759	34476	0
1237	1968	HS	33	1	0	0	46818	-1
1238	1996	HS	33	1	0	52334	84568	-1
1239	2000	HS	33	1	0	55855	101200	-1
1240	1968	SEN	33	1	0	110949	53810	1
1241	1980	SEN	33	1	0	49823	133740	-1
1242	2000	SEN	33	1	0	94176	212705	0
1243	1996	HS	34	1	0	40534	76248	-1
1244	2000	HS	34	1	0	41203	79261	0
1245	1968	HS	35	1	0	0	72237	-1
1246	1980	HS	35	1	0	0	44014	0
1247	1996	HS	35	1	0	44531	0	0
1248	2000	HS	35	1	0	100432	0	1
1249	1980	SEN	35	1	0	76653	153265	-1
1250	1996	SEN	35	1	0	0	183739	0
1251	2000	SEN	35	1	0	103700	189523	-1
1252	1968	HS	36	1	0	43676	56357	1
1253	1980	HS	36	1	0	31738	0	0
1254	2000	HS	36	1	0	0	90712	-1
1255	2012	HS	36	1	0	66005	65860	0
1256	1980	HS	37	1	0	0	66934	0
1257	2000	HS	37	1	0	64691	0	0
1258	2012	HS	37	1	0	115532	75643	1
1259	1996	SEN	37	1	0	75943	0	0
1260	2000	SEN	37	1	0	94391	0	0
1261	2012	SEN	37	1	0	160595	213086	-1
1262	1980	HS	38	1	0	63001	0	0
1263	1996	HS	38	1	0	0	71597	0
1264	2000	HS	38	1	0	0	74581	0
1265	1968	HS	39	1	0	19878	0	0
1266	1980	HS	39	1	0	38081	34500	-1
1267	2000	HS	39	1	0	54466	0	1
1268	2012	HS	39	1	0	62612	0	0
1269	1968	SEN	39	1	0	0	97465	-1
1270	1980	SEN	39	1	0	86957	150263	0
1271	1996	SEN	39	1	0	0	126653	0
1272	2000	SEN	39	1	0	160834	112454	1
1273	1968	HS	40	1	0	0	13543	0
1274	1980	HS	40	1	0	56447	25678	1
1275	2000	HS	40	1	0	0	22808	0
1276	1968	HS	41	1	0	40656	42476	1
1277	1980	HS	41	1	0	0	66884	-1
1278	2000	HS	41	1	0	101129	0	0
1279	2012	HS	41	1	0	109743	80362	0
1280	1968	HS	42	1	0	45242	0	1
1281	1980	HS	42	1	0	44615	0	0
1282	2000	HS	42	1	0	0	28171	0
1283	1968	HS	43	1	0	0	61961	-1
1284	1980	HS	43	1	0	0	37848	0
1285	1996	HS	43	1	0	49452	0	0
1286	2012	HS	43	1	0	95673	63251	1
1287	1968	HS	44	1	0	53543	0	1
1288	1980	HS	44	1	0	67677	0	1
1289	1996	HS	44	1	0	0	60124	-1
1290	2000	HS	44	1	0	92081	0	0
1291	1968	HS	45	1	0	39164	35581	1
1292	1980	HS	45	1	0	61208	26440	1
1293	2012	HS	45	1	0	100422	57996	1
1294	1968	HS	46	1	0	0	82382	0
1295	1980	HS	46	1	0	0	15153	0
1296	2012	HS	46	1	0	92870	37928	0
1297	1968	HS	47	1	0	25995	65343	-1
1298	1996	HS	47	1	0	86763	0	1
1299	2000	HS	47	1	0	100328	0	1
1300	2012	HS	47	1	0	53434	0	0
1301	1968	HS	48	1	0	41131	0	1
1302	2000	HS	48	1	0	56030	3394	1
1303	2012	HS	48	1	0	74642	50927	1
1304	1968	HS	49	1	0	0	74164	-1
1305	2012	HS	49	1	0	64791	50153	0
1306	1968	HS	50	1	0	35962	46905	-1
1307	1980	HS	50	1	0	51598	0	1
1308	2012	HS	50	1	0	93445	0	0
1309	1968	HS	51	1	0	48340	0	1
1310	1980	HS	51	1	0	0	82876	-1
1311	2012	HS	51	1	0	63292	0	0
1312	1968	HS	52	1	0	0	38658	-1
1313	1980	HS	52	1	0	33684	0	0
1314	2012	HS	52	1	0	66565	34267	1
1315	1980	HS	53	1	0	0	28321	-1
1316	2000	HS	53	1	0	104431	0	1
1317	2012	HS	53	1	0	61651	12803	1
1318	1968	HS	54	1	0	21385	70026	-1
1319	1980	HS	54	1	0	40294	0	1
1320	1996	HS	54	1	0	64695	66421	-1
1321	2000	HS	54	1	0	0	54938	0
1322	2012	HS	54	1	0	143530	28688	1
1323	1980	HS	55	1	0	0	14400	0
1324	2000	HS	55	1	0	57735	0	0
1325	1980	HS	56	1	0	24848	0	1
1326	1996	HS	56	1	0	54455	0	0
1327	2000	HS	56	1	0	73536	47836	1
1328	2012	HS	56	1	0	66353	34038	1
1329	1968	HS	57	1	0	43504	0	0
1330	1980	HS	57	1	0	41417	23782	1
1331	1996	HS	57	1	0	46841	20370	1
1332	2000	HS	57	1	0	56710	20675	0
1333	2012	HS	57	1	0	86644	49832	1
1334	1968	HS	58	1	0	38641	33966	1
1335	1996	HS	58	1	0	0	27678	0
1336	2000	HS	58	1	0	73028	23978	1
1337	2012	HS	58	1	0	91019	35676	0
1338	1968	HS	59	1	0	66547	29424	1
1339	1996	HS	59	1	0	51551	72438	0
1340	2012	HS	59	1	0	40519	0	0
1341	1968	HS	60	1	0	0	65792	-1
1342	1996	HS	60	1	0	50664	56462	0
1343	2000	HS	60	1	0	0	71113	-1
1344	1980	HS	61	1	0	21225	0	0
1345	1996	HS	61	1	0	32445	0	0
1346	2000	HS	61	1	0	51335	0	0
1347	2012	HS	61	1	0	76774	49003	0
1348	1968	HS	62	1	0	23370	0	0
1349	1996	HS	62	1	0	47064	26148	1
1350	2000	HS	62	1	0	0	24628	0
1351	2012	HS	62	1	0	98047	0	1
1352	1968	HS	63	1	0	54491	23979	1
1353	1980	HS	63	1	0	0	23786	0
1354	2000	HS	63	1	0	51548	0	0
1355	2012	HS	63	1	0	76258	26093	0
1356	1980	HS	64	1	0	27183	74267	-1
1357	1968	HS	65	1	0	43204	30282	1
1358	1980	HS	65	1	0	43909	0	0
1359	1968	HS	66	1	0	0	26905	0
1360	1980	HS	66	1	0	0	32027	0
1361	1996	HS	66	1	0	0	91676	-1
1362	2000	HS	66	1	0	0	112328	0
1363	1968	HS	67	1	0	39915	0	1
1364	1980	HS	67	1	0	36813	0	0
1365	1996	HS	67	1	0	54085	80013	0
1366	2000	HS	67	1	0	46202	0	0
1367	2012	HS	67	1	0	0	67232	0
1368	1968	HS	68	1	0	0	23260	0
1369	1980	HS	68	1	0	0	37744	0
1370	1996	HS	68	1	0	39754	56493	-1
1371	2012	HS	68	1	0	67448	104706	-1
1372	1968	HS	69	1	0	57260	0	1
1373	1980	HS	69	1	0	32204	69244	-1
1374	1996	HS	69	1	0	24452	0	0
1375	2000	HS	69	1	0	0	17323	0
1376	1980	HS	70	1	0	30319	0	0
1377	2000	HS	70	1	0	54349	0	0
1378	1968	HS	71	1	0	0	113952	-1
1379	1980	HS	71	1	0	0	46559	0
1380	2012	HS	71	1	0	62330	106663	-1
1381	1996	HS	72	1	0	0	103800	0
1382	2000	HS	72	1	0	0	94687	0
1383	2012	HS	72	1	0	0	79110	0
1384	1968	HS	73	1	0	36709	61505	0
1385	1980	HS	73	1	0	68572	72775	1
1386	1996	HS	73	1	0	36775	0	0
1387	2000	HS	73	1	0	40784	93035	-1
1388	2012	HS	73	1	0	72196	130030	-1
1389	1968	HS	74	1	0	40902	0	0
1390	1980	HS	74	1	0	33590	0	0
1391	1996	HS	74	1	0	0	79942	-1
1392	2000	HS	74	1	0	51213	86384	0
1393	2012	HS	74	1	0	84520	110190	-1
1394	1980	HS	75	1	0	0	88884	-1
1395	1996	HS	75	1	0	35805	0	0
1396	2000	HS	75	1	0	50005	0	0
1397	2012	HS	75	1	0	58783	98686	0
1398	1980	HS	76	1	0	48651	0	0
1399	1996	HS	76	1	0	0	59128	0
1400	2000	HS	76	1	0	0	47295	0
1401	2012	HS	76	1	0	0	88295	0
1402	1968	HS	77	1	0	54672	28187	1
1403	1996	HS	77	1	0	48714	0	0
1404	2000	HS	77	1	0	52554	0	0
1405	2012	HS	77	1	0	75824	114314	0
1406	1980	HS	78	1	0	60871	47827	1
1407	1996	HS	78	1	0	69587	65440	0
1408	2000	HS	78	1	0	79764	54700	1
1409	1980	HS	79	1	0	42884	26169	1
1410	1996	HS	79	1	0	48509	19338	1
1411	2000	HS	79	1	0	0	13708	0
1412	1968	HS	80	1	0	0	81132	-1
1413	1980	HS	80	1	0	62579	37179	1
1414	1996	HS	80	1	0	0	61864	-1
1415	2000	HS	80	1	0	53849	0	0
1416	1994	HS	1	1	1	87749	0	1
1417	1998	HS	1	1	1	0	47662	0
1418	2014	HS	1	1	1	25186	32345	-1
1419	1978	HS	2	1	1	0	42101	0
1420	1994	HS	2	1	1	0	80604	0
1421	1998	HS	2	1	1	50202	0	0
1422	2014	HS	2	1	1	66402	24501	0
1423	1978	SEN	2	1	1	0	99119	0
1424	1994	SEN	2	1	1	0	95275	0
1425	1998	SEN	2	1	1	137728	0	0
1426	2014	SEN	2	1	1	153358	102706	0
1427	1978	HS	3	1	1	36544	69556	-1
1428	1994	HS	3	1	1	48796	84340	-1
1429	2010	HS	3	1	1	0	84069	-1
1430	2014	HS	3	1	1	57760	75626	0
1431	1994	HS	4	1	1	47700	0	0
1432	1998	HS	4	1	1	0	103688	-1
1433	2010	HS	4	1	1	68306	0	0
1434	2014	HS	4	1	1	47049	14011	0
1435	1978	SEN	4	1	1	94448	0	1
1436	1994	SEN	4	1	1	111667	133101	0
1437	2010	SEN	4	1	1	105460	226239	0
1438	2014	SEN	4	1	1	108219	170082	0
1439	1978	HS	5	1	1	35463	57475	0
1440	1998	HS	5	1	1	51150	0	0
1441	2010	HS	5	1	1	0	71910	0
1442	2014	HS	5	1	1	0	95390	-1
1443	1994	HS	6	1	1	0	55006	0
1444	1998	HS	6	1	1	0	45237	0
1445	2014	HS	6	1	1	27813	53778	-1
1446	1978	SEN	6	1	1	96764	45430	0
1447	1998	SEN	6	1	1	0	96227	0
1448	2014	SEN	6	1	1	57062	15355	0
1449	1978	HS	7	1	1	76220	0	1
1450	1994	HS	7	1	1	73389	0	1
1451	2010	HS	7	1	1	86641	0	0
1452	2014	HS	7	1	1	87763	4869	0
1453	1978	HS	8	1	1	0	40016	0
1454	1994	HS	8	1	1	62135	50282	1
1455	2010	HS	8	1	1	79787	49714	1
1456	1978	SEN	8	1	1	95188	39191	1
1457	1994	SEN	8	1	1	42630	30753	0
1458	2014	SEN	8	1	1	76604	157031	-1
1459	1978	HS	9	1	1	46485	0	1
1460	1994	HS	9	1	1	68686	29513	1
1461	2010	HS	9	1	1	0	24766	0
1462	2014	HS	9	1	1	32829	8111	0
1463	1994	HS	10	1	1	0	78831	-1
1464	1998	HS	10	1	1	67249	0	0
1465	2014	HS	10	1	1	75129	15941	1
1466	2010	SEN	10	1	1	139799	0	1
1467	2014	SEN	10	1	1	59447	19575	0
1468	1978	HS	11	1	1	52821	0	1
1469	1998	HS	11	1	1	80323	36046	1
1470	2014	HS	11	1	1	28926	20803	1
1471	1978	HS	12	1	1	0	46966	0
1472	1994	HS	12	1	1	71371	0	1
1473	1998	HS	12	1	1	80962	19615	1
1474	2014	HS	12	1	1	10026	40930	-1
1475	1978	SEN	12	1	1	96897	61642	1
1476	1994	SEN	12	1	1	96542	0	1
1477	1998	SEN	12	1	1	91623	0	0
1478	2014	SEN	12	1	1	23561	43078	-1
1479	1994	HS	13	1	1	0	21488	0
1480	1998	HS	13	1	1	95218	17073	1
1481	2014	HS	13	1	1	62976	40572	1
1482	1978	HS	14	1	1	45464	0	1
1483	1994	HS	14	1	1	97999	0	1
1484	1998	HS	14	1	1	103726	15287	1
1485	2014	HS	14	1	1	47372	7999	1
1486	1978	SEN	14	1	1	89153	35218	1
1487	1998	SEN	14	1	1	0	174832	0
1488	2014	SEN	14	1	1	31371	25054	0
1489	1978	HS	15	1	1	50013	25928	1
1490	1998	HS	15	1	1	0	94589	-1
1491	2014	HS	15	1	1	78396	0	0
1492	1978	HS	16	1	1	0	8630	0
1493	1994	HS	16	1	1	68197	15966	1
1494	2010	HS	16	1	1	99082	0	1
1495	2014	HS	16	1	1	47255	25593	0
1496	1978	SEN	16	1	1	93012	64300	1
1497	1994	SEN	16	1	1	70329	66053	0
1498	2010	SEN	16	1	1	71334	46717	0
1499	2014	SEN	16	1	1	7887	14947	-1
1500	1994	HS	17	1	1	45710	44316	0
1501	2010	HS	17	1	1	52219	37293	1
1502	2014	HS	17	1	1	94992	5843	0
1503	1978	HS	18	1	1	47685	0	1
1504	1994	HS	18	1	1	69863	30310	0
1505	2010	HS	18	1	1	85237	28124	1
1506	2014	HS	18	1	1	44321	7358	1
1507	1978	SEN	18	1	1	118153	61384	1
1508	1994	SEN	18	1	1	158161	109734	0
1509	1998	SEN	18	1	1	169818	0	1
1510	2014	SEN	18	1	1	114833	50083	0
1511	1978	HS	19	1	1	0	21568	0
1512	1994	HS	19	1	1	100602	0	1
1513	1998	HS	19	1	1	75980	0	1
1514	2010	HS	19	1	1	0	33765	0
1515	2014	HS	19	1	1	57696	17860	1
1516	1978	HS	20	1	1	45397	49975	0
1517	1994	HS	20	1	1	0	40885	0
1518	1998	HS	20	1	1	52132	38239	0
1519	1978	SEN	20	1	1	0	37119	0
1520	1994	SEN	20	1	1	75345	53528	1
1521	1998	SEN	20	1	1	0	34120	0
1522	2010	SEN	20	1	1	0	37420	0
1523	2014	SEN	20	1	1	24332	4395	0
1524	1998	HS	21	1	1	0	35053	0
1525	2010	HS	21	1	1	89927	0	0
1526	2014	HS	21	1	1	19163	12113	1
1527	1978	HS	22	1	1	39045	0	0
1528	2010	HS	22	1	1	0	30143	0
1529	2014	HS	22	1	1	116515	48131	1
1530	1994	SEN	22	1	1	46613	15847	0
1531	2010	SEN	22	1	1	90557	0	0
1532	2014	SEN	22	1	1	63570	34468	1
1533	1978	HS	23	1	1	34301	20704	1
1534	1994	HS	23	1	1	36575	0	1
1535	2014	HS	23	1	1	0	1482	-1
1536	1978	HS	24	1	1	60580	30679	1
1537	1998	HS	24	1	1	47140	0	0
1538	2014	HS	24	1	1	59928	27157	1
1539	1978	SEN	24	1	1	51075	0	1
1540	1994	SEN	24	1	1	0	37950	0
1541	1998	SEN	24	1	1	86353	0	1
1542	2010	SEN	24	1	1	112792	0	0
1543	2014	SEN	24	1	1	66834	6805	1
1544	1978	HS	25	1	1	47176	24992	1
1545	1994	HS	25	1	1	0	66910	0
1546	2014	HS	25	1	1	55797	8079	0
1547	1978	HS	26	1	1	36877	35342	1
1548	1994	HS	26	1	1	42470	0	1
1549	1998	HS	26	1	1	53059	27848	1
1550	2014	HS	26	1	1	3755	51572	0
1551	1978	SEN	26	1	1	71400	39011	0
1552	1998	SEN	26	1	1	0	12798	0
1553	2010	SEN	26	1	1	151733	25728	0
1554	2014	SEN	26	1	1	130255	0	0
1555	1994	HS	27	1	1	0	66995	0
1556	1998	HS	27	1	1	0	38063	0
1557	2010	HS	27	1	1	102124	50831	1
1558	2014	HS	27	1	1	34799	15272	1
1559	1978	HS	28	1	1	57144	0	1
1560	1994	HS	28	1	1	43307	43696	0
1561	1998	HS	28	1	1	40652	0	0
1562	2010	HS	28	1	1	56098	33264	0
1563	2014	HS	28	1	1	49963	27627	0
1564	1978	SEN	28	1	1	77258	0	1
1565	1998	SEN	28	1	1	115672	0	0
1566	2010	SEN	28	1	1	0	87896	0
1567	2014	SEN	28	1	1	17635	120940	0
1568	1994	HS	29	1	1	38776	81113	0
1569	2014	HS	29	1	1	104814	42052	1
1570	1978	HS	30	1	1	41157	23348	0
1571	1994	HS	30	1	1	32901	35940	0
1572	1998	HS	30	1	1	37058	31116	-1
1573	2014	HS	30	1	1	38409	31012	1
1574	1978	SEN	30	1	1	91854	41504	0
1575	1998	SEN	30	1	1	0	24520	0
1576	2014	SEN	30	1	1	43743	0	0
1577	1978	HS	31	1	1	50761	37633	1
1578	1998	HS	31	1	1	36553	25426	0
1579	2010	HS	31	1	1	40947	27606	0
1580	2014	HS	31	1	1	24853	0	1
1581	1994	HS	32	1	1	32812	78551	-1
1582	2014	HS	32	1	1	17234	12594	1
1583	1978	SEN	32	1	1	79837	48415	1
1584	1998	SEN	32	1	1	75424	0	0
1585	2014	SEN	32	1	1	12148	57064	0
1586	1994	HS	33	1	1	47842	0	0
1587	1998	HS	33	1	1	0	76596	0
1588	2010	HS	33	1	1	0	84629	0
1589	2014	HS	33	1	1	0	15756	0
1590	1998	HS	34	1	1	30444	0	0
1591	2010	HS	34	1	1	28657	67303	-1
1592	1978	SEN	34	1	1	100749	80205	1
1593	1994	SEN	34	1	1	44499	0	0
1594	1998	SEN	34	1	1	62063	58933	-1
1595	2014	SEN	34	1	1	90734	144892	0
1596	1978	HS	35	1	1	56332	39163	1
1597	1998	HS	35	1	1	0	56382	0
1598	2014	HS	35	1	1	32178	52710	-1
1599	1994	HS	36	1	1	0	75686	-1
1600	1998	HS	36	1	1	34687	0	0
1601	2010	HS	36	1	1	48943	66312	-1
1602	2014	HS	36	1	1	36536	52876	1
1603	1978	SEN	36	1	1	0	125192	0
1604	1994	SEN	36	1	1	0	121263	0
1605	2010	SEN	36	1	1	101112	0	0
1606	2014	SEN	36	1	1	41422	169558	0
1607	1994	HS	37	1	1	31738	0	0
1608	1998	HS	37	1	1	0	49853	0
1609	2010	HS	37	1	1	64413	90649	0
1610	2014	HS	37	1	1	43124	57971	1
1611	1994	HS	38	1	1	0	74382	-1
1612	2010	HS	38	1	1	55062	0	0
1613	2014	HS	38	1	1	39022	52771	-1
1614	1978	SEN	38	1	1	94162	159923	0
1615	1994	SEN	38	1	1	60916	155906	-1
1616	1998	SEN	38	1	1	0	136889	0
1617	2010	SEN	38	1	1	0	169769	-1
1618	2014	SEN	38	1	1	101722	234443	-1
1619	1978	HS	39	1	1	0	30526	0
1620	1998	HS	39	1	1	41841	0	1
1621	2010	HS	39	1	1	43267	0	1
1622	2014	HS	39	1	1	38229	36	1
1623	1994	HS	40	1	1	45926	0	1
1624	1998	HS	40	1	1	0	18998	0
1625	2010	HS	40	1	1	56208	36069	1
1626	2014	HS	40	1	1	42810	59595	0
1627	1998	SEN	40	1	1	103669	0	1
1628	2014	SEN	40	1	1	133711	0	0
1629	1978	HS	41	1	1	24334	50974	0
1630	1994	HS	41	1	1	0	57410	0
1631	1998	HS	41	1	1	82302	0	1
1632	2010	HS	41	1	1	0	53243	0
1633	2014	HS	41	1	1	9403	12483	1
1634	1978	HS	42	1	1	36545	48449	0
1635	1994	HS	42	1	1	74303	0	0
1636	1998	HS	42	1	1	0	24140	0
1637	2014	HS	42	1	1	30991	79010	0
1638	1978	HS	43	1	1	81013	0	1
1639	1994	HS	43	1	1	0	47895	0
1640	2014	HS	43	1	1	28354	13985	1
1641	1978	HS	44	1	1	59624	27131	0
1642	1994	HS	44	1	1	50370	0	0
1643	1998	HS	44	1	1	65652	0	1
1644	2010	HS	44	1	1	81347	0	1
1645	2014	HS	44	1	1	55793	1501	0
1646	1978	HS	45	1	1	0	24647	0
1647	1994	HS	45	1	1	0	12702	0
1648	1998	HS	45	1	1	40001	8666	1
1649	2010	HS	45	1	1	53745	10724	0
1650	2014	HS	45	1	1	45087	359	0
1651	1994	HS	46	1	1	16264	0	1
1652	1998	HS	46	1	1	21654	5137	0
1653	2014	HS	46	1	1	45839	18164	1
1654	1994	HS	47	1	1	66884	17754	0
1655	1998	HS	47	1	1	0	12666	0
1656	2010	HS	47	1	1	93541	0	0
1657	2014	HS	47	1	1	36275	32	1
1658	1994	HS	49	1	1	40315	0	1
1659	1998	HS	49	1	1	43800	0	0
1660	2014	HS	49	1	1	33030	20678	1
1661	1994	HS	50	1	1	0	7064	0
1662	1998	HS	50	1	1	30592	5514	0
1663	2014	HS	50	1	1	78093	31113	1
1664	1978	HS	51	1	1	27235	58101	-1
1665	1998	HS	51	1	1	0	13202	0
1666	2014	HS	51	1	1	42261	8277	1
1667	1978	HS	52	1	1	27462	33737	1
1668	1998	HS	52	1	1	45742	0	1
1669	2014	HS	52	1	1	9578	15056	0
1670	1978	HS	53	1	1	22739	29844	-1
1671	1998	HS	53	1	1	75159	48880	0
1672	2014	HS	53	1	1	31823	0	0
1673	1994	HS	54	1	1	55628	56225	1
1674	1998	HS	54	1	1	54330	51291	0
1675	2014	HS	54	1	1	66082	17506	0
1676	1998	HS	55	1	1	0	11434	0
1677	2014	HS	55	1	1	5232	43737	0
1678	1994	HS	56	1	1	43178	0	1
1679	1998	HS	56	1	1	48913	0	1
1680	2014	HS	56	1	1	23060	8132	0
1681	1994	HS	57	1	1	0	18910	0
1682	1998	HS	57	1	1	40578	15722	1
1683	2014	HS	57	1	1	32284	30397	1
1684	1978	HS	58	1	1	39522	46362	1
1685	1994	HS	58	1	1	45078	0	1
1686	1998	HS	58	1	1	52311	20136	0
1687	2014	HS	58	1	1	19392	0	1
1688	1978	HS	59	1	1	44586	0	1
1689	2010	HS	59	1	1	52928	82475	0
1690	2014	HS	59	1	1	12404	0	1
1691	1978	HS	60	1	1	0	14768	0
1692	1994	HS	60	1	1	0	57692	-1
1693	1998	HS	60	1	1	0	47333	0
1694	2010	HS	60	1	1	44405	83354	-1
1695	1978	HS	61	1	1	0	59396	0
1696	1994	HS	61	1	1	23653	42209	-1
1697	2014	HS	61	1	1	47791	36915	1
1698	1978	HS	62	1	1	39417	44653	-1
1699	2014	HS	62	1	1	21587	7357	0
1700	1978	HS	63	1	1	51325	0	1
1701	1994	HS	63	1	1	35217	73208	-1
1702	1998	HS	63	1	1	0	67563	-1
1703	2010	HS	63	1	1	52653	72866	0
1704	2014	HS	63	1	1	12089	6597	1
1705	1994	HS	64	1	1	24606	0	0
1706	2010	HS	64	1	1	56574	75737	-1
1707	2014	HS	64	1	1	32115	0	0
1708	1978	HS	65	1	1	39435	27287	1
1709	1998	HS	65	1	1	0	56523	-1
1710	2010	HS	65	1	1	57212	78475	-1
1711	2014	HS	65	1	1	53100	63969	1
1712	1978	HS	66	1	1	41475	22047	1
1713	1994	HS	66	1	1	0	79814	0
1714	1998	HS	66	1	1	48949	78961	-1
1715	2010	HS	66	1	1	44134	81176	-1
1716	2014	HS	66	1	1	84134	85397	1
1717	1994	HS	67	1	1	33871	93381	-1
1718	1998	HS	67	1	1	43372	0	0
1719	2010	HS	67	1	1	46435	91108	-1
1720	2014	HS	67	1	1	24444	86286	-1
1721	1978	HS	68	1	1	45757	35576	1
1722	1994	HS	68	1	1	29858	51398	-1
1723	2010	HS	68	1	1	46269	57016	0
1724	2014	HS	68	1	1	46046	101668	-1
1725	1994	HS	69	1	1	18315	0	0
1726	1998	HS	69	1	1	22664	18323	-1
1727	2010	HS	70	1	1	58208	0	0
1728	2014	HS	70	1	1	70927	45122	0
1729	1978	HS	71	1	1	42471	33342	1
1730	1998	HS	71	1	1	0	89193	-1
1731	2014	HS	71	1	1	109	104343	-1
1732	1978	HS	72	1	1	38841	23620	1
1733	1994	HS	72	1	1	0	77951	-1
1734	1998	HS	72	1	1	31320	0	0
1735	2010	HS	72	1	1	0	68751	0
1736	2014	HS	72	1	1	11556	36677	-1
1737	1978	HS	73	1	1	0	47253	0
1738	1994	HS	73	1	1	31588	74761	-1
1739	2010	HS	73	1	1	49846	81164	-1
1740	2014	HS	73	1	1	36292	85136	0
1741	1978	HS	74	1	1	35476	101622	0
1742	1994	HS	74	1	1	38465	71715	0
1743	2010	HS	74	1	1	56033	0	0
1744	2014	HS	74	1	1	9310	64138	0
1745	1978	HS	75	1	1	42191	57449	1
1746	1994	HS	75	1	1	31145	91109	-1
1747	2010	HS	75	1	1	0	92430	-1
1748	2014	HS	75	1	1	6036	51263	-1
1749	1978	HS	76	1	1	50491	103208	0
1750	1998	HS	76	1	1	0	34143	0
1751	2010	HS	76	1	1	75357	0	0
1752	2014	HS	76	1	1	0	69829	-1
1753	1978	HS	77	1	1	33634	67982	-1
1754	1994	HS	77	1	1	42389	53442	1
1755	1998	HS	77	1	1	37962	0	0
1756	2010	HS	77	1	1	0	82909	0
1757	1994	HS	78	1	1	63557	0	1
1758	1998	HS	78	1	1	65566	44484	1
1759	2014	HS	78	1	1	118146	75488	1
1760	1994	HS	79	1	1	0	14601	0
1761	1998	HS	79	1	1	39636	12226	1
1762	2014	HS	79	1	1	35886	0	1
1763	1994	HS	80	1	1	41671	53794	1
1764	1998	HS	80	1	1	0	52823	-1
1765	2014	HS	80	1	1	43362	0	0
